Kategorie A;13;;;;;;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Trispol;Olöovec;MJF;UstroÚ;Boh»as;Krnov;Anna;ArcMit;VCL;Bahenec;C.C.;TdJ;MAD;StVes;SPAC;MRSAC;MRSAC;GPF;Stonava;ML60;MJV;Paskov;BÏl·
Krhut;Jan;TJ Favorit Brno;0;48;0;0;;;;;;;;;;;;;;;;;;;
Krhut;Martin;CYCLING BRNO BAGBIKE;0;46;0;0;;;;;;;;;;;;;;;;;;;
Petruö;Ji¯Ì;Puskinak.cz;0;0;46;0;;;;;;;;;;;;;;;;;;;
Bellan ;Juraj;Firefly;44;0;0;0;;;;;;;;;;;;;;;;;;;
Kalita;Tom·ö;Mike Bike;0;44;0;0;;;;;;;;;;;;;;;;;;;
KoneËn˝; Dalibor;A Bike Club Ostrava;0;0;0;44;;;;;;;;;;;;;;;;;;;
PAPULA;Luk·ö;EX 23 SARONI FACTORY TEAM;0;42;0;0;;;;;;;;;;;;;;;;;;;
äkoda;Kristi·n;CK Continental Frenöt·t p.R.  1;0;0;0;42;;;;;;;;;;;;;;;;;;;
VL»EK;Pavel;IN-LIFE CYCLIG TEAM;0;40;0;0;;;;;;;;;;;;;;;;;;;
Klos;Viktor;Bag Bike-Rubing;39;0;0;0;;;;;;;;;;;;;;;;;;;
Motyka;Adam;A Bike Club Ostrava;0;39;0;0;;;;;;;;;;;;;;;;;;;
Tomek;Josef;Denzel CLIFF Wien;0;0;39;0;;;;;;;;;;;;;;;;;;;
BÿEZINA;Tom·ö;IN-LIFE CYCLIG TEAM;0;38;0;0;;;;;;;;;;;;;;;;;;;
KOéUäNÕK;Adam;SKC Tufo ProstÏjov;0;0;38;;;;;;;;;;;;;;;;;;;;
MiËuda;Simon;Firefly;38;0;0;0;;;;;;;;;;;;;;;;;;;
ätep·nik;Ji¯Ì;;0;0;37;;;;;;;;;;;;;;;;;;;;
Ganc;Marek;Firefly;36;0;0;0;;;;;;;;;;;;;;;;;;;
HRACHOVINA;Eduard;TEAM FORMAN CINELI;0;0;0;36;;;;;;;;;;;;;;;;;;;
Kraus;Dariusz;Dar-Bud Team;0;36;0;0;;;;;;;;;;;;;;;;;;;
Alickun;Eduard;Czernica;0;0;0;35;;;;;;;;;;;;;;;;;;;
Janoöek;Tom·ö;ACK Star· Ves nad Ond¯ejnicÌ;35;0;0;0;;;;;;;;;;;;;;;;;;;
Kubica;Piotr;;0;34;0;0;;;;;;;;;;;;;;;;;;;
Fierla;Jan;CK Feso Pet¯vald;0;0;0;33;;;;;;;;;;;;;;;;;;;
BubenÌk;Ji¯Ì;Cykloservis MB;0;0;0;32;;;;;;;;;;;;;;;;;;;
LANT;AntonÌn;TEAM FORMAN CINELI;0;0;0;31;;;;;;;;;;;;;;;;;;;
Stola¯Ìk;Tom·ö;Lowell Pro äafrata Team BohumÌn;0;0;31;0;;;;;;;;;;;;;;;;;;;
PavlÌk;Petr;"Racing Oleön· ""A""";0;0;30;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter B;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
Javorek;Petr;www.masazprozeny.cz;55;46;60;36;;;;;;;;;;;;;;;;;;;
GalatÌk;Roman;CK Continental Frenöt·t p.R.  1;0;60;55;60;;;;;;;;;;;;;;;;;;;
Chamr·d;Ji¯Ì;;50;33;40;38;;;;;;;;;;;;;;;;;;;
Hlawiczka;Martin;"SkvÏl· kola-TJ Té T¯inec ""A""";46;31;46;33;;;;;;;;;;;;;;;;;;;
Heinrich;Luk·ö;BIKESTYLE.CZ;60;48;0;37;;;;;;;;;;;;;;;;;;;
Mitrenga;Petr;"SkvÏl· kola-TJ Té T¯inec ""A""";0;38;48;48;;;;;;;;;;;;;;;;;;;
Motyka;Patrik;A Bike Club Ostrava;0;28;42;42;;;;;;;;;;;;;;;;;;;
SlavÌk;Ji¯Ì;FORCE KCK CYKLOTEAM ZLÕN;0;32;44;34;;;;;;;;;;;;;;;;;;;
Folt˝n;Ji¯Ì;"CK KolÌk Hobby BohumÌn ""A""";44;24;0;26;;;;;;;;;;;;;;;;;;;
Wrzyna;Rafal;Jafisport bike team;0;44;50;0;;;;;;;;;;;;;;;;;;;
KoneËn˝;Luk·ö;CK Vlastibor KoneËn˝;0;39;0;44;;;;;;;;;;;;;;;;;;;
»ER;Tom·ö;BikeStyle.cz;0;50;0;32;;;;;;;;;;;;;;;;;;;
JureËka;Roman;CK Continental Frenöt·t p.R.  1;40;0;39;0;;;;;;;;;;;;;;;;;;;
œurica;Ji¯Ì;;0;23;35;19;;;;;;;;;;;;;;;;;;;
Kvapulinsk˝;Martin;A Bike Club Ostrava;0;42;0;35;;;;;;;;;;;;;;;;;;;
Holona;Martin;HPEL TEAM;0;30;0;39;;;;;;;;;;;;;;;;;;;
Bollo;Roman;YOGI Racing Ostrava 2;0;0;38;30;;;;;;;;;;;;;;;;;;;
Fryc;Bohdan;A Bike Club Ostrava;0;0;36;28;;;;;;;;;;;;;;;;;;;
Chud˝;Jan;;0;0;37;22;;;;;;;;;;;;;;;;;;;
Sekta;Rafal;JAFISPORT BIKE TEAM;0;55;0;;;;;;;;;;;;;;;;;;;;
SWACZYNA;Petr;CK Feso Pet¯vald;0;0;0;55;;;;;;;;;;;;;;;;;;;
HudeËek;Petr;Forman Cinnelli;0;0;0;50;;;;;;;;;;;;;;;;;;;
Hendrych;David;BIKESTYLE.CZ;0;25;0;23;;;;;;;;;;;;;;;;;;;
äenke¯Ìk;Jan;FORCE KCK CYKLOTEAM ZLÕN;48;0;0;0;;;;;;;;;;;;;;;;;;;
Grigorescu;Lubor;Roûnov;0;0;0;46;;;;;;;;;;;;;;;;;;;
Kwiecieny;Adam;;42;0;0;0;;;;;;;;;;;;;;;;;;;
Novotn˝;Ji¯Ì;Team Forman Cinelli;0;22;0;18;;;;;;;;;;;;;;;;;;;
Pet¯Ìk;ZdenÏk;Cyklistika pro vöechny Krnov;0;0;0;40;;;;;;;;;;;;;;;;;;;
Sekanina;Petr;LOKO KROV;0;40;0;0;;;;;;;;;;;;;;;;;;;
Przieliorz;Pawel;"CK KolÌk Hobby BohumÌn ""A""";39;0;0;0;;;;;;;;;;;;;;;;;;;
Wyszynsky;Daruiusz;;38;0;0;0;;;;;;;;;;;;;;;;;;;
Baron;Pawel;;0;37;0;0;;;;;;;;;;;;;;;;;;;
StraË·nek;Petr;CBASE BRNO;37;0;0;0;;;;;;;;;;;;;;;;;;;
Banach;Szymon;Atak sport C67 Racine team;0;36;0;;;;;;;;;;;;;;;;;;;;
Wardziak;Wojciech;Jafisport Bike Team;0;35;0;0;;;;;;;;;;;;;;;;;;;
Bukovsk˝;Luk·ö;CycloMax rock machine;0;34;0;;;;;;;;;;;;;;;;;;;;
UCHYTIL;Martin;UherskÈ HradiötÏ;0;0;0;31;;;;;;;;;;;;;;;;;;;
Androsz;Michal;"CK KolÌk Hobby BohumÌn ""B""";0;29;0;0;;;;;;;;;;;;;;;;;;;
KARMELITA;Tom·ö;Loko Krnov;0;0;0;29;;;;;;;;;;;;;;;;;;;
Holub;Milan;Bikestyle Opava;0;27;0;;;;;;;;;;;;;;;;;;;;
RuËka;Richard;UCJH;0;0;0;27;;;;;;;;;;;;;;;;;;;
Kaplon ;Julian;Atak sport C67 Racine team;0;26;0;;;;;;;;;;;;;;;;;;;;
Gruchala;VojtÏch;TK Ostrava;0;0;0;25;;;;;;;;;;;;;;;;;;;
TomeËek;LubomÌr;;0;0;0;24;;;;;;;;;;;;;;;;;;;
StanÏk;Pavel;Cyklosport P¯ikryl Star· Ves n. Ond¯ejnicÌ;0;0;0;21;;;;;;;;;;;;;;;;;;;
KOPECK›;Tom·ö;ZHOR Team;0;0;0;20;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter C;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
Kl·öterka;Tom·ö;CK Continental Frenöt·t p.R.  1;60;39;60;50;;;;;;;;;;;;;;;;;;;
Galuöka;Tom·ö;CK Continental Frenöt·t p.R.  1;55;29;44;55;;;;;;;;;;;;;;;;;;;
Blahut;Radek;SK MAXBIKE Ostrava;48;40;42;46;;;;;;;;;;;;;;;;;;;
Boszczyk;Norbert;"SkvÏl· kola-TJ Té T¯inec ""A""";46;42;40;38;;;;;;;;;;;;;;;;;;;
Swaczyna;Patrik;CK Feso Pet¯vald;50;31;39;44;;;;;;;;;;;;;;;;;;;
Kokeö;Pavel;SK ValaöskÈho kr·lovstvÌ;0;46;50;48;;;;;;;;;;;;;;;;;;;
Odv·rka;Ivo;FORCE KCK CYKLOTEAM ZLÕN;0;60;48;34;;;;;;;;;;;;;;;;;;;
Schnerch;Martin;"SkvÏl· kola-TJ Té T¯inec ""A""";40;24;37;37;;;;;;;;;;;;;;;;;;;
Nov·k;Milan;XXX Bike Club;44;30;0;40;;;;;;;;;;;;;;;;;;;
Fierla;Jan;CK Feso Pet¯vald;42;35;0;31;;;;;;;;;;;;;;;;;;;
Kaiser;ZdenÏk;A Bike Club Ostrava;0;26;36;39;;;;;;;;;;;;;;;;;;;
Pytel;JaromÌr;CYCLING BRNO BAGBIKE;0;38;55;0;;;;;;;;;;;;;;;;;;;
Mlyn·¯;Vlastimil;ACS DRAK Vrbno;0;44;46;0;;;;;;;;;;;;;;;;;;;
Janczura;Piotr Henryk;;39;34;0;0;;;;;;;;;;;;;;;;;;;
Kol·Ëek;Petr;CK Feso Pet¯vald;0;37;0;32;;;;;;;;;;;;;;;;;;;
Franta;Roman;"Racing Oleön· ""A""";0;32;0;36;;;;;;;;;;;;;;;;;;;
»erven˝;Luk·ö;Cykloservis MB;0;27;0;33;;;;;;;;;;;;;;;;;;;
äVEHLA;Miloslav;Bike Sport Opava;0;0;0;60;;;;;;;;;;;;;;;;;;;
SZAFRANIEC;Piotr;MTB-Silesia RybnÌk;0;55;0;0;;;;;;;;;;;;;;;;;;;
MAJKUT;Petr;PM Bike éidlochovice;0;50;0;0;;;;;;;;;;;;;;;;;;;
Pech·Ëek;Adam;ELEVEN MERCEDES-BENZ MITAS;0;48;0;0;;;;;;;;;;;;;;;;;;;
Ad·mek;Luk·ö;CK Feso Pet¯vald;0;0;0;42;;;;;;;;;;;;;;;;;;;
MÕ»EK;Roman;ACS DRAK Vrbno;0;0;38;;;;;;;;;;;;;;;;;;;;
Machotka;Karel;YOGI Racing Ostrava 1;0;36;0;0;;;;;;;;;;;;;;;;;;;
FI¡LEK;Otakar;ACS DRAK Vrbno;0;0;35;;;;;;;;;;;;;;;;;;;;
Kar·sek;Ji¯Ì;Racing Oleön· B;0;0;0;35;;;;;;;;;;;;;;;;;;;
KRESTA;LubomÌr;ACS DRAK Vrbno;0;0;34;;;;;;;;;;;;;;;;;;;;
Anderko;Karol;Jafisport bike team;0;33;0;0;;;;;;;;;;;;;;;;;;;
Jaroö;Martin;Racing Oleön· ÑBì;0;0;0;30;;;;;;;;;;;;;;;;;;;
Majtner;Petr;"SkvÏl· kola-TJ Té T¯inec ""A""";0;0;0;29;;;;;;;;;;;;;;;;;;;
Buchal;Ivo;"Racing Oleön· ""A""";0;28;0;0;;;;;;;;;;;;;;;;;;;
Wilhelm;Jaroslav;"CK KolÌk Hobby BohumÌn ""A""";0;0;0;28;;;;;;;;;;;;;;;;;;;
Gierc;David;;0;0;0;27;;;;;;;;;;;;;;;;;;;
Sedl·¯;Milan;FORCE KCK CYKLOTEAM ZLÕN;0;25;0;0;;;;;;;;;;;;;;;;;;;
JanËÌk;Martin;SK Ji¯Ì Team;0;23;0;;;;;;;;;;;;;;;;;;;;
Gawlik;Mariusz;TK Mocni Gaszowice;0;22;0;;;;;;;;;;;;;;;;;;;;
ävan;Miroslav;;0;21;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter D;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
Pelc;Ladislav;CK Continental Frenöt·t p.R.  1;48;50;60;55;;;;;;;;;;;;;;;;;;;
M¸ck;Arnoöt;2K-BIKE CLUB Odry;60;35;55;42;;;;;;;;;;;;;;;;;;;
AdamËÌk;Miroslav;Cyklokramo Suchdol nad Odrou;46;60;46;40;;;;;;;;;;;;;;;;;;;
Beneö;Petr;YOGI Racing Ostrava 1;55;55;0;60;;;;;;;;;;;;;;;;;;;
DaÚhel;MojmÌr;Cyklistika pro vöechny Krnov;39;44;44;38;;;;;;;;;;;;;;;;;;;
Sk¯eËek;Robert;CYCLING BRNO BAGBIKE;40;39;40;39;;;;;;;;;;;;;;;;;;;
ZvonÌËek;RadomÌr;FORCE KCK CYKLOTEAM ZLÕN;37;46;50;0;;;;;;;;;;;;;;;;;;;
SEDL¡»EK; Ji¯Ì;SK Ji¯Ì team Ostrava;38;42;48;0;;;;;;;;;;;;;;;;;;;
Vyoral;LubomÌr;"CK KolÌk Hobby BohumÌn ""B""";31;30;36;26;;;;;;;;;;;;;;;;;;;
Satinsk˝;Alexandr;YOGI Racing Ostrava 1;42;37;0;37;;;;;;;;;;;;;;;;;;;
Chmura;Petr;Team Forman Cinelli;36;32;0;31;;;;;;;;;;;;;;;;;;;
HrazdÌlek;Alois;Renokov team;34;27;38;0;;;;;;;;;;;;;;;;;;;
KOWALCZYK;Mariusz;Gliwice;0;48;42;0;;;;;;;;;;;;;;;;;;;
MiËko;Jan;CK Feso Pet¯vald;44;0;0;44;;;;;;;;;;;;;;;;;;;
Motyka;Tom·ö;A Bike Club Ostrava;0;36;0;48;;;;;;;;;;;;;;;;;;;
KoneËn˝;Pavel;"CK KolÌk Hobby BohumÌn ""A""";0;34;0;46;;;;;;;;;;;;;;;;;;;
Baier;Jan;Lowell Pro äafrata Team BohumÌn;0;40;39;0;;;;;;;;;;;;;;;;;;;
Kont˙r;Milan;SK ValaöskÈho kr·lovstvÌ;35;0;0;32;;;;;;;;;;;;;;;;;;;
Schneider;Rudolf;CK Continental Frenöt·t p.R.  2;0;28;0;29;;;;;;;;;;;;;;;;;;;
äimoÚ·k;Marek;ACK Star· Ves nad Ond¯ejnicÌ;50;0;0;0;;;;;;;;;;;;;;;;;;;
MÕ»EK; Old¯ich;TJ Sigma Hranice;0;0;0;50;;;;;;;;;;;;;;;;;;;
Rupa;Miroslav;SK Ji¯Ì team Ostrava;0;38;0;;;;;;;;;;;;;;;;;;;;
JIÿÕK;ZdenÏk;bikesportmohelnjce;0;0;37;;;;;;;;;;;;;;;;;;;;
Krupa ;LubomÌr;LUBICI;0;0;0;36;;;;;;;;;;;;;;;;;;;
Niemczyk;Jan;;0;0;35;0;;;;;;;;;;;;;;;;;;;
Myn·¯;Jura;MTB Ond¯ejnÌk;0;0;0;35;;;;;;;;;;;;;;;;;;;
änajder;Roman;Racing Oleön· ÑAì;0;0;0;34;;;;;;;;;;;;;;;;;;;
KrchÚ·k;Pavel;ACK Star· Ves nad Ond¯ejnicÌ;33;0;0;0;;;;;;;;;;;;;;;;;;;
Jakl;Ji¯Ì;Triatlon klub Ostrava;0;0;0;33;;;;;;;;;;;;;;;;;;;
Andrzejewski;Andrzej;;0;33;0;0;;;;;;;;;;;;;;;;;;;
Kapala;Zygmund;;32;0;0;0;;;;;;;;;;;;;;;;;;;
JANKOWSKI;ALEKSANDER;DAR-BUD TEAM;0;31;0;0;;;;;;;;;;;;;;;;;;;
HlavatÌk;Ladislav;"Racing Oleön· ""A""";0;0;0;30;;;;;;;;;;;;;;;;;;;
Mrozek;Ji¯Ì;"CK KolÌk Hobby BohumÌn ""B""";0;29;0;0;;;;;;;;;;;;;;;;;;;
OböivaË;V·clav;MTB Ond¯ejnÌk;0;0;0;28;;;;;;;;;;;;;;;;;;;
PavlÌk;Petr;"Racing Oleön· ""B""";0;0;0;27;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter E;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
DanÏËek;Pavel;Cyklistika pro vöechny Krnov;55;46;46;60;;;;;;;;;;;;;;;;;;;
Mottl;BohumÌr;"CK KolÌk Hobby BohumÌn ""A""";48;37;42;44;;;;;;;;;;;;;;;;;;;
Toman;Vladislav;Cyklokramo Suchdol nad Odrou;60;55;55;0;;;;;;;;;;;;;;;;;;;
Zem·nek;LubomÌr;2K-BIKE CLUB Odry;0;48;60;48;;;;;;;;;;;;;;;;;;;
Bluszcz;Stefan;Lowell Pro äafrata Team BohumÌn;40;38;36;37;;;;;;;;;;;;;;;;;;;
PekarËÌk;Ji¯Ì;Cyklokramo Suchdol nad Odrou;39;36;40;33;;;;;;;;;;;;;;;;;;;
Savka;Miroslav;CK OrlÌk Orlov·;38;34;37;35;;;;;;;;;;;;;;;;;;;
Misina;Andrzej;ACK Star· Ves nad Ond¯ejnicÌ;50;40;48;0;;;;;;;;;;;;;;;;;;;
Zdanowicz;Marek;;0;42;44;46;;;;;;;;;;;;;;;;;;;
Teönar;Tom·ö;YOGI Racing Ostrava 1;46;39;0;40;;;;;;;;;;;;;;;;;;;
Vesel˝;Petr;"SkvÏl· kola-TJ Té T¯inec  ""B""";44;0;39;38;;;;;;;;;;;;;;;;;;;
Homola;Petr;YOGI Racing Ostrava 2;37;33;33;0;;;;;;;;;;;;;;;;;;;
Baùa;VladimÌr;Skc Tufo ProstÏjov;0;50;50;;;;;;;;;;;;;;;;;;;;
KubÌk;Josef;"CK KolÌk Hobby BohumÌn ""B""";0;35;38;0;;;;;;;;;;;;;;;;;;;
PÏg¯imek;Milan;CK OrlÌk Orlov·;42;0;0;31;;;;;;;;;;;;;;;;;;;
Ertel;Ji¯Ì;Novatop Lapierre;0;0;35;36;;;;;;;;;;;;;;;;;;;
Mrn˘ötÌk;Josef;Cyklotech-Pro a Mrn˘ötÌk;36;0;34;0;;;;;;;;;;;;;;;;;;;
Sasiadek;Czeslaw;niestowarzyszony;0;60;0;;;;;;;;;;;;;;;;;;;;
BuËek;Michal;Racing Oleön· ÑAì;0;0;0;55;;;;;;;;;;;;;;;;;;;
PavlÌk;Ji¯Ì;CK Continental Frenöt·t p.R.  2;0;0;0;50;;;;;;;;;;;;;;;;;;;
B·rta;Miroslav;SK Bagbike Rubing;0;44;0;0;;;;;;;;;;;;;;;;;;;
Muöka;Josef;CK Feso Pet¯vald;0;0;0;42;;;;;;;;;;;;;;;;;;;
Masn˝;Milan;"Racing Oleön· ""A""";0;0;0;39;;;;;;;;;;;;;;;;;;;
Kotas;Pavel;PJR;0;0;0;34;;;;;;;;;;;;;;;;;;;
Dubn˝;Pavel;Cyklokramo Suchdol nad Odrou;0;0;0;32;;;;;;;;;;;;;;;;;;;
Glogar;Jan;YOGI Racing Ostrava 2;0;0;32;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter é;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
Chmurov·;Jana;Team Forman Cinelli;44;55;48;44;;;;;;;;;;;;;;;;;;;
DanÏËkov·;Romana;Cyklistika pro vöechny Krnov;48;42;50;48;;;;;;;;;;;;;;;;;;;
Bartoöov·;Denisa;"CK KolÌk Hobby BohumÌn ""A""";55;0;60;55;;;;;;;;;;;;;;;;;;;
Krzyûankov·;Lenka;"SkvÏl· kola-TJ Té T¯inec ""A""";39;44;40;37;;;;;;;;;;;;;;;;;;;
Lantov·;Romana;Cyklistika pro vöechny Krnov;42;39;35;36;;;;;;;;;;;;;;;;;;;
MUDÿÕKOV¡; Kate¯ina;CK Feso Pet¯vald;50;0;46;40;;;;;;;;;;;;;;;;;;;
Lantov·;Romana ml.;Cyklistika pro vöechny Krnov;40;46;38;0;;;;;;;;;;;;;;;;;;;
Bajgerov·;Nikola;KC Kooperativa SG Jablonec;60;0;0;60;;;;;;;;;;;;;;;;;;;
LÌbenkov·;Sylva;CK Feso Pet¯vald;46;48;0;0;;;;;;;;;;;;;;;;;;;
PYTLOV¡; MarkÈta;SK Bag Bike;0;50;44;0;;;;;;;;;;;;;;;;;;;
Sikorov·;Michaela;TJ TZ TRINEC;0;0;39;39;;;;;;;;;;;;;;;;;;;
Proch·zkov·;Kamila;Sintesi Prima Donna;0;60;0;0;;;;;;;;;;;;;;;;;;;
IäTV¡NOV¡;Michaela;ACK Star· |Ves n/O;0;0;55;;;;;;;;;;;;;;;;;;;;
Kotalov·;Veronika;TJ UniËov;0;0;0;50;;;;;;;;;;;;;;;;;;;
TrËkov·;Daniela;TJ Kovo Praha;0;0;0;46;;;;;;;;;;;;;;;;;;;
HAº¡KOV¡; Nela;ACS DRAK VR Brno;0;0;42;0;;;;;;;;;;;;;;;;;;;
Jaklov·;Ivana;Lowell Pro äafrata Team BohumÌn;0;0;0;42;;;;;;;;;;;;;;;;;;;
»underlov·;Daniela;;0;40;0;;;;;;;;;;;;;;;;;;;;
Frantov·;Kate¯ina;Racing Oleön·;0;38;0;;;;;;;;;;;;;;;;;;;;
PargaËov·;Marcela;Cyklokramo Suchdol nad Odrou;0;0;0;38;;;;;;;;;;;;;;;;;;;
Dohnalov·;Jaroslava;Cyklistika pro vöechny Krnov;0;0;37;0;;;;;;;;;;;;;;;;;;;
NAVR¡TILOV¡; Kate¯ina;TJ Sigma Hranice;0;0;36;0;;;;;;;;;;;;;;;;;;;
BU»ÕKOV¡;Hana;ACS DRAK Vrbno;0;0;34;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter M;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
Trachtulec;Petr;CK Feso Pet¯vald;55;0;60;60;;;;;;;;;;;;;;;;;;;
Haladus;Szymon;Cyklistika pro vöechny Krnov;34;46;36;42;;;;;;;;;;;;;;;;;;;
Schichel;Jakub;YOGI Racing Ostrava 1;0;60;37;48;;;;;;;;;;;;;;;;;;;
Pol·Ëik;Martin;CK Continental Frenöt·t p.R.  1;0;50;35;46;;;;;;;;;;;;;;;;;;;
PaliËka;Hynek;ACK Star· ves N.O.;48;0;48;0;;;;;;;;;;;;;;;;;;;
KMÕNEK;VojtÏch;Mapei Cyklo KaÚkovsk˝;38;0;55;0;;;;;;;;;;;;;;;;;;;
POKORN›; Petr;ACK Star· Ves nad Ond¯ejnicÌ;40;0;50;0;;;;;;;;;;;;;;;;;;;
KRESTA;Jan;SK Ji¯Ì team Ostrava;44;0;40;0;;;;;;;;;;;;;;;;;;;
V¡VRA; Marek;ACK Star· Ves nad Ond¯ejnicÌ;42;0;39;0;;;;;;;;;;;;;;;;;;;
MichaliËka;Juraj;Cyklistick˝ spolok éilina;60;0;0;0;;;;;;;;;;;;;;;;;;;
Haöek;Daniel;SK Bag Bike;0;55;0;0;;;;;;;;;;;;;;;;;;;
JARMA;Ctirad;CykloTeam Kol·rna;0;0;0;55;;;;;;;;;;;;;;;;;;;
MÌËek;Old¯ich;TJ Sigma Hranice;0;0;0;50;;;;;;;;;;;;;;;;;;;
Vojtek;Miloö;Cyklistick˝ spolok éilina;50;0;0;0;;;;;;;;;;;;;;;;;;;
Homola;Jakub;Bike 2000;0;48;0;;;;;;;;;;;;;;;;;;;;
KREJ»Õ;Marian;ACK Star· Ves nad Ond¯ejnicÌ;46;0;0;0;;;;;;;;;;;;;;;;;;;
RUMAN; Jakub;ACK Star· Ves nad Ond¯ejnicÌ;0;0;46;0;;;;;;;;;;;;;;;;;;;
Krupa;Luboö;LubÌci;0;0;0;44;;;;;;;;;;;;;;;;;;;
MiköanÌk;VladimÌr;SK Ji¯Ì team Ostrava;0;0;44;0;;;;;;;;;;;;;;;;;;;
ROH¡»EK;Jakub;Mapei Cyklo KaÚkovsk˝;0;0;42;0;;;;;;;;;;;;;;;;;;;
Januö;Pavol;Cyklistick˝ spolok éilina;39;0;0;0;;;;;;;;;;;;;;;;;;;
LAäTŸVKA;David;Mapei Cyklo KaÚkovsk˝;0;0;38;0;;;;;;;;;;;;;;;;;;;
BIALONCZYK;Kamil;Author Pszczyna;37;0;0;0;;;;;;;;;;;;;;;;;;;
Smolinski;Piotr;UKS Stobrawa Kluczbork;36;0;0;0;;;;;;;;;;;;;;;;;;;
Person;Tom·ö;Cyklistick˝ spolok éilina;35;0;0;0;;;;;;;;;;;;;;;;;;;
VlËek;Jan;TJ Sigma Hranice;0;0;34;0;;;;;;;;;;;;;;;;;;;
BuËko;Adam;Cyklistick˝ spolok éilina;33;0;0;0;;;;;;;;;;;;;;;;;;;
SVÕZELA;Tom·ö;MG bike team;0;0;33;;;;;;;;;;;;;;;;;;;;
Kujawa;Michal;UKS Stobrawa Kluczbork;32;0;0;0;;;;;;;;;;;;;;;;;;;
Mendygral;Ryszard;Dobre sklepy rowerove;31;0;0;0;;;;;;;;;;;;;;;;;;;
