"Kategorie A";14;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"Trispol";"MJF";"KrnKrit";"Ston»D";"Krnov";"TdS";"ArcMit";"Bahenec";"C.C.";"TdJ";"MAD";"SPAC";"MRSAC";"MRSAC";"GPF";"Stonava";"ML60";"MJV";"StVes";"Paskov";"BÏl·";"VCL";"Td»"
"MI»KO ";"Jan";"CK Feso Pet¯vald";0;0;50;;;;;;;;;;;;;;;;;;;;
"ZvonÌËek";"RadomÌr";"FORCE KCK CYKLOTEAM ZLÕN";50;0;0;;;;;;;;;;;;;;;;;;;;
"Kaszuba";"Miroslav";"CK KolÌk Hobby BohumÌn""B""";48;0;0;;;;;;;;;;;;;;;;;;;;
"Widenka";"Aleö";"Kolik Hobby Bohumin ";0;0;48;;;;;;;;;;;;;;;;;;;;
"M¸ck";"Arnoöt";"2K-BIKE CLUB Odry";0;44;0;;;;;;;;;;;;;;;;;;;;
"Mrozek";"Ji¯Ì";"CK KolÌk Hobby BohumÌn""B""";0;0;40;;;;;;;;;;;;;;;;;;;;
"Sikora";"Miroslav";"SkvÏl· kola-TJ Té T¯inec""A""";40;0;0;;;;;;;;;;;;;;;;;;;;
"KoneËn˝ ";"Pavel";"CK KolÌk Hobby BohumÌn ""A""";0;36;0;;;;;;;;;;;;;;;;;;;;
"VyskoËil ";"Petr";;36;0;0;;;;;;;;;;;;;;;;;;;;
"VÕTE»EK";"Petr";"CK KolÌk Hobby BohumÌn";0;0;33;;;;;;;;;;;;;;;;;;;;
"KOTAS";"Pavel";"PJR";0;27;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka E";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"Masn˝ ";"Milan";"Racing Oleön· ""A""";60;60;70;;;;;;;;;;;;;;;;;;;;
"BuËek ";"Michal";"Racing Oleön·";55;55;65;;;;;;;;;;;;;;;;;;;;
"DanÏËek";"Pavel";"Loko Krnov";50;48;54;;;;;;;;;;;;;;;;;;;;
"Teönar";"Tom·ö";"YOGI Racing Ostrava 1";48;42;52;;;;;;;;;;;;;;;;;;;;
"Mottl";"BohumÌr";"CK KolÌk Hobby BohumÌn ""A""";46;44;48;;;;;;;;;;;;;;;;;;;;
"Pavelek";"Frantiöek";"CK Continental Frenöt·t p. R.  2";44;39;50;;;;;;;;;;;;;;;;;;;;
"Vesel˝";"Petr";"SkvÏl· kola-TJ Té T¯inec  ""B""";40;38;46;;;;;;;;;;;;;;;;;;;;
"Misina";"Andrzej";"ACK Star· Ves nad Ond¯ejnicÌ";42;35;42;;;;;;;;;;;;;;;;;;;;
"Homola ";"Petr";"YOGI Racing Ostrava 1";37;34;44;;;;;;;;;;;;;;;;;;;;
"Sehnal";"Karel";"Cyklokramo Suchdol nad Odrou ""B""";39;37;37;;;;;;;;;;;;;;;;;;;;
"Dubn˝";"Pavel";"Cyklokramo Suchdol nad Odrou ""B""";38;31;41;;;;;;;;;;;;;;;;;;;;
"Zem·nek";"LubomÌr";"2K-BIKE CLUB Odry";0;50;60;;;;;;;;;;;;;;;;;;;;
"PekarËÌk";"Ji¯Ì";"Cyklokramo Suchdol nad Odrou ""B""";36;30;39;;;;;;;;;;;;;;;;;;;;
"Toman";"Vladislav";"Cyklokramo Suchdol nad Odrou ""A""";0;46;58;;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Ji¯Ì";"CK Continental Frenöt·t p.R.  1";0;40;49;;;;;;;;;;;;;;;;;;;;
"Bluszcz";"Stefan";"Lowell Pro äafrata Team BohumÌn";0;36;43;;;;;;;;;;;;;;;;;;;;
"MUäKA";"Josef";"CK Feso Pet¯vald";0;32;45;;;;;;;;;;;;;;;;;;;;
"LeszczyÒski";"Ksawer";"POL";0;0;56;;;;;;;;;;;;;;;;;;;;
"KubÌk";"Josef";"CK KolÌk Hobby BohumÌn""B""";0;0;47;;;;;;;;;;;;;;;;;;;;
"Glogar ";"Jan";"YOGI Racing Ostrava 2";0;0;40;;;;;;;;;;;;;;;;;;;;
"Skotnica";"Josef";"SKP Opava";0;0;38;;;;;;;;;;;;;;;;;;;;
"Bako";"Rudolf";"SkvÏl· kola - TJ Té T¯inec ""B""";0;33;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka éA";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"Gruchalov·";"Lucie";"Lowell Pro äafrata Team BohumÌn";60;60;60;;;;;;;;;;;;;;;;;;;;
"Lantov· ";"Romana";"Cyklistika pro vöechny Krnov";55;50;58;;;;;;;;;;;;;;;;;;;;
"Chmurov·";"Jana";"Team Forman Cinelli";40;48;54;;;;;;;;;;;;;;;;;;;;
"Halmov· ";"Eva";"CK OrlÌk Orlov·";38;39;48;;;;;;;;;;;;;;;;;;;;
"Kotalov· ";"Veronika";"CK Feso Pet¯vald";0;55;65;;;;;;;;;;;;;;;;;;;;
"LIBENKOV¡";"Sylva";"CK Feso Pet¯vald";50;0;56;;;;;;;;;;;;;;;;;;;;
"Ml·kov·";"Ivana";"A Bike Club Ostrava ""A""";48;0;52;;;;;;;;;;;;;;;;;;;;
"Tomanov·";"Lucie";"Cyklokramo Suchdol nad Odrou ""A""";0;44;50;;;;;;;;;;;;;;;;;;;;
"Iötv·nov·";"Michaela";"ACK Star· Ves nad Ond¯ejnicÌ";46;46;0;;;;;;;;;;;;;;;;;;;;
"Ublansk· ";"Kamila";"CK OrlÌk Orlov·";0;40;49;;;;;;;;;;;;;;;;;;;;
"Bedna¯Ìkov·";"Hana";"A Bike Club Ostrava ""A""";42;42;0;;;;;;;;;;;;;;;;;;;;
"BAJGEROV¡ ";"Nikola";"KC Kooperativa SG Jablonec n. N.";0;0;70;;;;;;;;;;;;;;;;;;;;
"Hlawiczkov·";"Alena";"SkvÏl· kola-TJ Té T¯inec ";0;0;47;;;;;;;;;;;;;;;;;;;;
"Sikorov·";"Michaela";"SkvÏl· kola-TJ Té T¯inec""A""";44;0;0;;;;;;;;;;;;;;;;;;;;
"Gavronov·";"Eva";"A Bike Club Ostrava ""A""";39;0;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka éB";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"Dohnalov·";"Jaroslava";"Cyklistika pro vöechny Krnov";55;60;65;;;;;;;;;;;;;;;;;;;;
"Lantov· ";"Romana";"Cyklistika pro vöechny Krnov";50;55;58;;;;;;;;;;;;;;;;;;;;
"DanÏËkov·";"Romana";"MAPEI Cyclo KaÚkovsk˝";60;0;60;;;;;;;;;;;;;;;;;;;;
"VavreËkov·";"Lenka";"BanÌk Karvin·";48;0;56;;;;;;;;;;;;;;;;;;;;
"Jaklov·";"Ivana";"Lowell Pro äafrata Team BohumÌn";0;0;70;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"»asovka M";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"ArcMit";"Bebek";"Stonava";;;;;;;;;;;;;;;;;;;;
"KubiËÌk";"Filip";"Cyklistika pro vöechny Krnov";60;55;70;;;;;;;;;;;;;;;;;;;;
"Pol·Ëik";"Martin";"CK Continental Frenöt·t p.R.  1";0;44;65;;;;;;;;;;;;;;;;;;;;
"K¯Ìstek";"Martin";"YOGI Racing Ostrava 1";0;48;60;;;;;;;;;;;;;;;;;;;;
"Konderla";"Luboö";"SkvÏl· kola-TJ Té T¯inec""A""";55;50;0;;;;;;;;;;;;;;;;;;;;
"Fierla";"Jan";"CK Feso Pet¯vald";0;46;58;;;;;;;;;;;;;;;;;;;;
"PREJDA";"V·clav";"SK Ji¯Ì Team Ostrava";0;60;0;;;;;;;;;;;;;;;;;;;;
"HradeËn˝";"Jan";"CPV Krnov";0;0;56;;;;;;;;;;;;;;;;;;;;
"ätefela";"Jan";"CPV Krnov";0;0;54;;;;;;;;;;;;;;;;;;;;
"JANÕK ";"Albert";"ACK Star· Ves nad O.";50;0;0;;;;;;;;;;;;;;;;;;;;
"HavlÌËek ";"Jan";;48;0;0;;;;;;;;;;;;;;;;;;;;
"Schichel";"Jakub";"YOGI Racing Ostrava 2";0;42;0;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"KritÈrium A";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"KrnKrit";"MJV";"StVes";"Paskov";;;;;;;;;;;;;;;;;;;
"Matula";"Luk·ö";"FORCE KCK CYKLOTEAM ZLÕN";0;60;46;48;;;;;;;;;;;;;;;;;;;
"Motyka";"Adam";"A Bike Club Ostrava ""A""";33;44;35;40;;;;;;;;;;;;;;;;;;;
"Nepraö";"Karel";"ACK Star· Ves nad Ond¯ejnicÌ";46;0;50;55;;;;;;;;;;;;;;;;;;;
"Fierla";"Ond¯ej";"Team Forman Cinelli";50;0;48;50;;;;;;;;;;;;;;;;;;;
"Z·ruba";"Petr";"ACK Star· Ves nad Ond¯ejnicÌ";31;0;42;44;;;;;;;;;;;;;;;;;;;
"WALA";"Jan";"LMGKK Zemia Brzeska";34;0;38;42;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Petr";"Racing Oleön· ""A""";0;46;30;35;;;;;;;;;;;;;;;;;;;
"Z·ruba";"Pavel";"ACK Star· Ves nad Ond¯ejnicÌ";36;0;36;29;;;;;;;;;;;;;;;;;;;
"Willmann";"Filip";"A Bike Club Ostrava ""A""";0;40;32;26;;;;;;;;;;;;;;;;;;;
"DuûÌk";"Josef";"A Bike Club Ostrava ""A""";37;55;"DNF";"DNF";;;;;;;;;;;;;;;;;;;
"VAäç¡K";"VÌt";"SK Ji¯Ì Team Ostrava";25;39;0;27;;;;;;;;;;;;;;;;;;;
"HRACHOVINA";"Eduard";"Forman Cinneli";48;0;0;33;;;;;;;;;;;;;;;;;;;
"Babi·nek";"David";"MiKo Cycles";0;0;37;39;;;;;;;;;;;;;;;;;;;
"Szymanski";"Patrik";"Grupa Kolarska Gliwice Bike";32;0;44;0;;;;;;;;;;;;;;;;;;;
"Gubala";"Petr";"CK KolÌk Hobby BohumÌn ""A""";0;42;0;30;;;;;;;;;;;;;;;;;;;
"HAMPL";"VojtÏch";"CK P¯Ìbram";0;0;0;60;;;;;;;;;;;;;;;;;;;
"LAS¡K ";"MatÏj";"MAX CURSOR OSTRAVA";60;0;0;0;;;;;;;;;;;;;;;;;;;
"Wolf";"Jan";"Bohemia cycling";0;0;60;0;;;;;;;;;;;;;;;;;;;
"SEDL¡»EK";"Marek";"SK Ji¯Ì team Ostrava";29;0;0;28;;;;;;;;;;;;;;;;;;;
"Musiol";"Jakub";"YOGI Racing Ostrava 2";28;0;28;0;;;;;;;;;;;;;;;;;;;
"Nipl ";"VojtÏch";"Stevens Znojmo";0;0;55;0;;;;;;;;;;;;;;;;;;;
"SZCZEPANOWSKI";"Bartosz";"Experiment 23";55;0;0;0;;;;;;;;;;;;;;;;;;;
"G·bor";"Mario";"A Bike Club Ostrava";0;0;29;24;;;;;;;;;;;;;;;;;;;
"Kusidlo";"Mariusz";"CK KolÌk Hobby BohumÌn ""A""";0;50;0;0;;;;;;;;;;;;;;;;;;;
"PAWLAK";"Grzegorz";"Author Pszczyna";0;0;"DNF";46;;;;;;;;;;;;;;;;;;;
"Pac";"Pawel";"Fiolka Trens";44;0;0;0;;;;;;;;;;;;;;;;;;;
"KOéUäNÕK";"Adam";"Forman Cinneli";42;0;0;0;;;;;;;;;;;;;;;;;;;
"GRUSZCZYK";"Pawel";"Author Pszczyna";0;0;40;0;;;;;;;;;;;;;;;;;;;
"HUDE»EK";"Petr";"Forman Cinneli";40;0;0;0;;;;;;;;;;;;;;;;;;;
"Domagala";"Patryk";"Grupa kolarska Gliwice";0;0;39;0;;;;;;;;;;;;;;;;;;;
"MÕ»EK";"Ond¯ej";"Forman Cinelli";39;0;0;0;;;;;;;;;;;;;;;;;;;
"GalatÌk";"Roman";"CK Continental Frenöt·t p.R.  1";38;0;0;0;;;;;;;;;;;;;;;;;;;
"GWIAZDA ";"Kamil";"Weltour Bedzin";0;0;0;38;;;;;;;;;;;;;;;;;;;
"Mal·tek";"VojtÏch";"CK Feso Pet¯vald";0;38;0;0;;;;;;;;;;;;;;;;;;;
"PYTEL ";"jaromÌr";"SK Bagbike";0;0;0;37;;;;;;;;;;;;;;;;;;;
"Stola¯Ìk";"Tom·ö";"SK Ji¯Ì Team Ostrava";0;0;0;36;;;;;;;;;;;;;;;;;;;
"KLUKOSZOWSKI ";"Piotr";"Grupa Kolarska Gliwice Bike";35;0;0;0;;;;;;;;;;;;;;;;;;;
"Hekele";"Emil";"Stevens Bike - Emilio Sport";0;0;34;0;;;;;;;;;;;;;;;;;;;
"ZUBAR ";"Maksym";"Weltour Bedzin";0;0;0;34;;;;;;;;;;;;;;;;;;;
"Kozik";"Kacper";"Grupa kolarska Gliwice";0;0;33;0;;;;;;;;;;;;;;;;;;;
"HORBACHUK ";"Ihor";"Weltour Bedzin";0;0;0;32;;;;;;;;;;;;;;;;;;;
"Jakl";"Tom·ö";"Lowell Pro äafrata Team BohumÌn";0;0;0;31;;;;;;;;;;;;;;;;;;;
"Janoöek";"Tom·ö";"ACK Star· Ves nad Ond¯ejnicÌ";0;0;31;0;;;;;;;;;;;;;;;;;;;
"MAREK";"Miroslav";"Forman Cinelli";30;0;0;0;;;;;;;;;;;;;;;;;;;
"Motyka";"Patrik";"A Bike Club Ostrava ""B""";27;0;0;0;;;;;;;;;;;;;;;;;;;
"Figura";"Luk·ö";"YOGI Racing Ostrava 2";26;0;0;0;;;;;;;;;;;;;;;;;;;
"BubenÌk";"Ji¯Ì";"Cykloservis MB";0;"DNF";0;25;;;;;;;;;;;;;;;;;;;
"Kubica ";"Jozef";"Polsko Markowice";24;0;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"KritÈrium B";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"KrnKrit";"MJV";"StVes";"Paskov";;;;;;;;;;;;;;;;;;;
"Kl·öterka";"Tom·ö";"CK Continental Frenöt·t p.R.  1";60;60;60;60;;;;;;;;;;;;;;;;;;;
"Javorek";"Petr";"CK Feso Pet¯vald";55;55;55;55;;;;;;;;;;;;;;;;;;;
"PECH¡»EK";"Adam";"Eleven - Rubena Test Team";44;33;50;42;;;;;;;;;;;;;;;;;;;
"UvÌra";"V·clav";"CK OrlÌk Orlov·";39;37;42;46;;;;;;;;;;;;;;;;;;;
"Hlawiczka";"Martin";"SkvÏl· kola-TJ Té T¯inec""A""";38;40;48;32;;;;;;;;;;;;;;;;;;;
"Toman";"Petr";"Team Forman Cinelli";42;30;39;39;;;;;;;;;;;;;;;;;;;
"Pietrzyk";"Vratislav";"YOGI Racing Ostrava 1";46;0;40;38;;;;;;;;;;;;;;;;;;;
"Fryc";"Bohdan";"A Bike Club Ostrava ""A""";30;26;37;30;;;;;;;;;;;;;;;;;;;
"Vall";"Jan";"SK MAXBIKE Ostrava";36;31;44;"DNF";;;;;;;;;;;;;;;;;;;
"Mitrenga";"Petr";"SkvÏl· kola-TJ Té T¯inec""A""";0;34;38;34;;;;;;;;;;;;;;;;;;;
"Folt˝n";"Ji¯Ì";"CK KolÌk Hobby BohumÌn ""A""";29;28;46;0;;;;;;;;;;;;;;;;;;;
"JureËka";"Roman";"CK Continental Frenöt·t p.R.  1";34;0;34;31;;;;;;;;;;;;;;;;;;;
"SEKTA";"Rafal";"Krupinski Suszec PRO-KAM";0;50;0;44;;;;;;;;;;;;;;;;;;;
"WROZYNA";"Rafal";"Krupinski Suszec PRO-KAM";0;44;0;50;;;;;;;;;;;;;;;;;;;
"KONE»N›";"Luk·ö";"CK Vlastibor KoneËn˝";48;39;0;0;;;;;;;;;;;;;;;;;;;
"GORAUS";"Tomasz";"Krupinski Suszec PRO-KAM";0;48;0;37;;;;;;;;;;;;;;;;;;;
"äIMON ";"VÌtÏzslav";"Lokomotiva Krnov";50;0;0;33;;;;;;;;;;;;;;;;;;;
"RuËka";"Richard";"UCJH";0;42;0;40;;;;;;;;;;;;;;;;;;;
"BenÌËek";"Tom·ö";"CK Continental Frenöt·t p. R.  2";0;16;33;27;;;;;;;;;;;;;;;;;;;
"Chamr·d";"Ji¯Ì";;0;38;0;36;;;;;;;;;;;;;;;;;;;
"Androsz";"Michal";"CK KolÌk Hobby BohumÌn""B""";37;32;0;0;;;;;;;;;;;;;;;;;;;
"StanÏk";"Pavel";"Cyklosport P¯ikryl Star· Ves n. Ond¯ejnicÌ";32;0;36;0;;;;;;;;;;;;;;;;;;;
"Przieliorz";"Pawel";"CK KolÌk Hobby BohumÌn ""A""";31;35;0;0;;;;;;;;;;;;;;;;;;;
"Bollo";"Roman";"YOGI Racing Ostrava 1";0;25;35;0;;;;;;;;;;;;;;;;;;;
"»erven˝";"Luk·ö";"Cykloservis MB";0;27;0;29;;;;;;;;;;;;;;;;;;;
"Kov·¯";"Tom·ö";"ED  6u";0;0;0;48;;;;;;;;;;;;;;;;;;;
"CHOCHOL¡»";"Ji¯Ì";"Rafani Valmez";0;46;0;0;;;;;;;;;;;;;;;;;;;
"Surma";"Piotr";"CK KolÌk Hobby BohumÌn ""A""";40;0;0;0;;;;;;;;;;;;;;;;;;;
"SlavÌk";"Duöan";"FORCE KCK CYKLOTEAM ZLÕN";0;36;0;0;;;;;;;;;;;;;;;;;;;
"Kol·Ëek";"Petr";"CK Feso Pet¯vald";0;0;0;35;;;;;;;;;;;;;;;;;;;
"MACURA";"Pavel";;35;0;0;0;;;;;;;;;;;;;;;;;;;
"KARMELITA ";"Tom·ö";"Lokomotiva Krnov";33;0;0;0;;;;;;;;;;;;;;;;;;;
"Koles·r";"Radek";"KolÌk BohumÌn";0;29;0;0;;;;;;;;;;;;;;;;;;;
"KNEBEL";"Radim";"ED6U";0;0;0;28;;;;;;;;;;;;;;;;;;;
"Novotn˝";"Ji¯Ì";"Team Forman Cinelli";28;0;0;0;;;;;;;;;;;;;;;;;;;
"Henrych";"David";"Bikestyle cz";0;24;0;0;;;;;;;;;;;;;;;;;;;
"Holona";"Martin";"HPEL TEAM";0;23;0;0;;;;;;;;;;;;;;;;;;;
"JureËka";"Petr";;0;22;0;0;;;;;;;;;;;;;;;;;;;
"SKIBA";"Krzysztof";"Krupinski Suszec PRO-KAM";0;21;0;0;;;;;;;;;;;;;;;;;;;
"Jir·sek";"Josef";"SK MAXBIKE Ostrava";0;20;0;0;;;;;;;;;;;;;;;;;;;
"Vr·bel";"David";"SK MAXBIKE Ostrava";0;19;0;0;;;;;;;;;;;;;;;;;;;
"Gierc";"David";;0;18;0;0;;;;;;;;;;;;;;;;;;;
"KraËalÌk";"Tom·ö";;0;17;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"KritÈrium C";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"KrnKrit";"MJV";"StVes";"Paskov";;;;;;;;;;;;;;;;;;;
"Blahut";"Radek";"SK MAXBIKE Ostrava";50;60;48;55;;;;;;;;;;;;;;;;;;;
"Galuöka";"Tom·ö";"Lowell Pro äafrata Team BohumÌn";55;48;50;50;;;;;;;;;;;;;;;;;;;
"Kokeö";"Pavel";"SK ValaöskÈho kr·lovstvÌ";0;50;60;60;;;;;;;;;;;;;;;;;;;
"Fierla";"Jan";"CK Feso Pet¯vald";46;33;42;42;;;;;;;;;;;;;;;;;;;
"Odv·rka";"Ivo";"FORCE KCK CYKLOTEAM ZLÕN";48;0;55;46;;;;;;;;;;;;;;;;;;;
"PIECHACZEK";"Krzysztof";"Lowel pro äafrata BohumÌn";44;55;0;48;;;;;;;;;;;;;;;;;;;
"Boszczyk";"Norbert";"SkvÏl· kola-TJ Té T¯inec""A""";0;39;46;40;;;;;;;;;;;;;;;;;;;
"Mlyn·¯";"VlastÌk";"ACS DRAK VRBNO";60;46;0;0;;;;;;;;;;;;;;;;;;;
"äimeËek";"Radim";"Midar P¯Ìbor";0;32;39;33;;;;;;;;;;;;;;;;;;;
"Beneö";"Petr";"YOGI Racing Ostrava 2";0;44;0;44;;;;;;;;;;;;;;;;;;;
"Woünica";"Marek";"POL";0;0;40;37;;;;;;;;;;;;;;;;;;;
"Grussmann";"V·clav";"CK Continental Frenöt·t p.R.  1";42;0;0;34;;;;;;;;;;;;;;;;;;;
"Majtner";"Petr";"SkvÏl· kola-TJ Té T¯inec B ";40;0;0;36;;;;;;;;;;;;;;;;;;;
"Anderko";"Karol";"Krupinsk˝ Suszecdrozan";0;36;0;39;;;;;;;;;;;;;;;;;;;
"»ERM¡K";"Jan";"SK Bagbike Ostrava";39;34;0;0;;;;;;;;;;;;;;;;;;;
"Kaiser";"ZdenÏk";"A Bike Club Ostrava ""A""";0;35;0;38;;;;;;;;;;;;;;;;;;;
"Buchal";"Ivo";"Racing Oleön· ""A""";0;37;0;35;;;;;;;;;;;;;;;;;;;
"SWACZYNA";"Patrik";"CK Feso Pet¯vald";0;"DNF";44;0;;;;;;;;;;;;;;;;;;;
"JANCZURA ";"Piotr";"Bar Bud";0;42;0;0;;;;;;;;;;;;;;;;;;;
"Lach";"Alan";"Racing Oleön· ""A""";0;40;0;0;;;;;;;;;;;;;;;;;;;
"BOGACKI";"Rafal";"SPEED KEDZIERZYN";38;0;0;0;;;;;;;;;;;;;;;;;;;
"Franta";"Roman";"Racing Oleön· ""A""";0;38;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"KritÈrium D";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"KrnKrit";"MJV";"StVes";"Paskov";;;;;;;;;;;;;;;;;;;
"M¸ck";"Arnoöt";"2K-BIKE CLUB Odry";48;40;60;48;;;;;;;;;;;;;;;;;;;
"ZvonÌËek";"RadomÌr";"FORCE KCK CYKLOTEAM ZLÕN";50;42;39;46;;;;;;;;;;;;;;;;;;;
"Pelc";"Ladislav";"CK Continental Frenöt·t p.R.  1";55;60;0;55;;;;;;;;;;;;;;;;;;;
"Lawicki";"Dariusz";"CZERNICA MASTERS";46;38;40;44;;;;;;;;;;;;;;;;;;;
"Satinsk˝";"Alexandr";"YOGI Racing Ostrava 1";38;34;48;40;;;;;;;;;;;;;;;;;;;
"AdamËÌk";"Miroslav";"Cyklokramo Suchdol nad Odrou ""A""";0;50;55;50;;;;;;;;;;;;;;;;;;;
"MI»KO ";"Jan";"CK Feso Pet¯vald";0;48;44;60;;;;;;;;;;;;;;;;;;;
"Vyoral";"LubomÌr";"CK KolÌk Hobby BohumÌn""B""";37;36;34;36;;;;;;;;;;;;;;;;;;;
"KrchÚ·k";"Pavel";"ACK Star· Ves nad Ond¯ejnicÌ";34;31;35;35;;;;;;;;;;;;;;;;;;;
"Slez·k";"Josef";"FORCE KCK CYKLOTEAM ZLÕN";35;0;50;39;;;;;;;;;;;;;;;;;;;
"Holeö";"Ji¯Ì";"CK KolÌk Hobby BohumÌn""B""";29;28;37;29;;;;;;;;;;;;;;;;;;;
"Chmura";"Petr";"Team Forman Cinelli";28;24;36;34;;;;;;;;;;;;;;;;;;;
"Nov·k";"Milan";"XXX Bike Club";0;35;46;38;;;;;;;;;;;;;;;;;;;
"Motyka";"Tom·ö";"A Bike Club Ostrava ""B""";39;37;0;42;;;;;;;;;;;;;;;;;;;
"Baier";"Jan";"Lowell Pro äafrata Team BohumÌn";0;32;42;31;;;;;;;;;;;;;;;;;;;
"äkarka";"Ji¯Ì";"CK KolÌk Hobby BohumÌn ""A""";33;27;0;37;;;;;;;;;;;;;;;;;;;
"äIRŸ»KA";"Pavel";"LowellPro äafrata BohumÌn";32;25;0;32;;;;;;;;;;;;;;;;;;;
"KAPALA";"Zikmund";"KTS Tychy";31;23;0;33;;;;;;;;;;;;;;;;;;;
"ZMUDA ";"Jan";"LOKO Krnov";60;0;0;0;;;;;;;;;;;;;;;;;;;
"Jeszek";"JakuË";"Jelcz Labkowice";0;55;0;0;;;;;;;;;;;;;;;;;;;
"Jakl";"Ji¯Ì";"Triatlon klub Ostrava";30;22;0;0;;;;;;;;;;;;;;;;;;;
"Schneider";"Rudolf";"CK Continental Frenöt·t p. R.  2";0;21;0;30;;;;;;;;;;;;;;;;;;;
"F˘s ";"Ji¯Ì";"Paul lange Ostrava";0;46;0;0;;;;;;;;;;;;;;;;;;;
"DA“HEL ";"Mojmir";"Tj Krnov Plav·Ú";0;44;0;0;;;;;;;;;;;;;;;;;;;
"Baran";"Petr";"SK Bagbike";42;0;0;0;;;;;;;;;;;;;;;;;;;
"SEDL¡»EK ";"Ji¯Ì";"SK Ji¯Ì team Ostrava";40;0;0;0;;;;;;;;;;;;;;;;;;;
"Kawaiczyk";"Mariusz";;0;39;0;0;;;;;;;;;;;;;;;;;;;
"Nov·Ëek";"Pavel";"Racing Oleön·";0;0;38;0;;;;;;;;;;;;;;;;;;;
"KOWALCZYK";"Mariucz";;36;0;0;0;;;;;;;;;;;;;;;;;;;
"änajdr ";"Roman";;0;33;0;0;;;;;;;;;;;;;;;;;;;
"Jankowski ";"Aleksander";"DAR-BUD";0;30;0;0;;;;;;;;;;;;;;;;;;;
"RUPA ";"Miroslav";"SK Ji¯Ì Team Ostrava";0;29;0;0;;;;;;;;;;;;;;;;;;;
"Kop¯iva";"Miroslav";"CK Continental Frenöt·t p. R.  2";0;0;0;28;;;;;;;;;;;;;;;;;;;
"Praski";"Henryk";"CK KolÌk Hobby BohumÌn""B""";0;26;0;0;;;;;;;;;;;;;;;;;;;
"Lepka";"V·clav";"YOGI Racing Ostrava 2";0;20;0;0;;;;;;;;;;;;;;;;;;;
"Pezda";"Miroslav ";;0;19;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"KritÈrium E";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"KrnKrit";"MJV";"StVes";"Paskov";;;;;;;;;;;;;;;;;;;
"Zem·nek";"LubomÌr";"2K-BIKE CLUB Odry";55;55;60;60;;;;;;;;;;;;;;;;;;;
"Toman";"Vladislav";"Cyklokramo Suchdol nad Odrou ""A""";60;48;55;55;;;;;;;;;;;;;;;;;;;
"DanÏËek";"Pavel";"Loko Krnov";50;50;50;46;;;;;;;;;;;;;;;;;;;
"Mottl";"BohumÌr";"CK KolÌk Hobby BohumÌn ""A""";46;46;48;44;;;;;;;;;;;;;;;;;;;
"Bluszcz";"Stefan";"Lowell Pro äafrata Team BohumÌn";40;42;42;40;;;;;;;;;;;;;;;;;;;
"MUäKA";"Josef";"CK Feso Pet¯vald";39;44;44;36;;;;;;;;;;;;;;;;;;;
"KubÌk";"Josef";"CK KolÌk Hobby BohumÌn""B""";44;38;37;39;;;;;;;;;;;;;;;;;;;
"Pavelek";"Frantiöek";"CK Continental Frenöt·t p. R.  2";38;39;40;37;;;;;;;;;;;;;;;;;;;
"Vesel˝";"Petr";"SkvÏl· kola-TJ Té T¯inec  ""B""";42;35;39;38;;;;;;;;;;;;;;;;;;;
